Subtype,Route,Sub-route,Shape,Tumor_model,Cancer_type,Tumor_Vol_Reduction_(%)
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Lung,76
Iron_oxide,Local,Other,Spherical,Xenograft heterotopic,Pancreas,77.19298246
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Cervix,69.66824645
Iron_oxide,Local,Other,Spherical,Xenograft heterotopic,Breast,95.65217391
Iron_oxide,Systemic,IV,Spherical,Allograft heterotopic,Breast,100
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Cervix,92.88246912
Iron_oxide,Local,Intratumoral,Other,Xenograft heterotopic,Breast,86.81318681
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Other,89.13624221
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Prostate,58.06451613
Iron_oxide,Systemic,IV,Plate,Xenograft heterotopic,Cervix,86.77817603
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Cervix,87.31231231
Iron_oxide,Systemic,IV,Plate,Allograft heterotopic,Breast,100
Iron_oxide,Local,Intratumoral,Other,Xenograft heterotopic,Cervix,99.82048574
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Breast,68.5
Iron_oxide,Local,Intratumoral,Spherical,Xenograft heterotopic,Brain,69.83360172
Iron_oxide,Systemic,IV,Spherical,Allograft heterotopic,Breast,100
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Other,62.38185255
Iron_oxide,Local,Intratumoral,Spherical,Xenograft heterotopic,Brain,91.93037975
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Other,92.87288332
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Skin,94.18604651
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Cervix,99.81520591
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Cervix,66.87024943
Iron_oxide,Local,Intratumoral,Spherical,Xenograft heterotopic,Colon,97.36456808
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Cervix,97.68765133
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Breast,76.59039507
Iron_oxide,Systemic,IV,Spherical,Allograft heterotopic,Liver,70.67137809
Iron_oxide,Local,Intratumoral,Spherical,Xenograft heterotopic,Brain,90.95052083
Iron_oxide,Systemic,Other,Spherical,Allograft orthotopic,Liver,83.37824596
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Breast,87.55076923
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Brain,100
Iron_oxide,Local,Intratumoral,Spherical,Xenograft heterotopic,Brain,100
Iron_oxide,Systemic,IV,Spherical,Allograft heterotopic,Breast,82.81948894
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Ovary,100
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Cervix,88.85793872
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Liver,93.23743942
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Liver,78.70967742
Iron_oxide,Systemic,IV,Spherical,Xenograft orthotopic,Breast,81.94894972
Iron_oxide,Local,Intratumoral,Spherical,Xenograft heterotopic,Liver,97.95258621
Iron_oxide,Systemic,IV,Spherical,Allograft heterotopic,Breast,99.7752809
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Other,53.23387873
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Breast,65.34090909
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Colon,63.83894603
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Liver,84.17043205
Iron_oxide,Local,Intratumoral,Spherical,Allograft heterotopic,Breast,59.23279561
Iron_oxide,Systemic,IV,Spherical,Allograft orthotopic,Brain,98.39007022
Iron_oxide,Systemic,IV,Spherical,Allograft heterotopic,Colon,74.46351931
Iron_oxide,Systemic,IV,Spherical,Allograft heterotopic,Breast,65.45454545
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Brain,82.29347493
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Cervix,93.47193642
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Colon,85.89724423
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Liver,93.87031408
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Colon,68.23108155
Iron_oxide,Systemic,Inhalation,Spherical,Xenograft heterotopic,Lung,20.25316456
Iron_oxide,Systemic,IV,Spherical,Allograft orthotopic,Breast,55.36823425
Iron_oxide,Systemic,IV,Spherical,Allograft orthotopic,Brain,68.4
Iron_oxide,Systemic,IV,Plate,Allograft heterotopic,Brain,89.50816882
Iron_oxide,Local,Intratumoral,Spherical,Allograft heterotopic,Liver,100
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Prostate,54.18259947
Iron_oxide,Systemic,IV,Spherical,Allograft heterotopic,Pancreas,96.63351186
Iron_oxide,Systemic,IV,Spherical,Allograft heterotopic,Liver,80.91286307
Iron_oxide,Systemic,Sub-cutaneous,Spherical,Allograft heterotopic,Skin,100
Iron_oxide,Local,Intratumoral,Other,Xenograft heterotopic,Breast,100
Iron_oxide,Local,Intratumoral,Spherical,Allograft heterotopic,Skin,77.52451655
Iron_oxide,Systemic,IV,Spherical,Allograft heterotopic,Other,100
Iron_oxide,Local,Intratumoral,Spherical,Xenograft heterotopic,Liver,100
Iron_oxide,Systemic,IV,Spherical,Allograft heterotopic,Other,81.50289017
Iron_oxide,Systemic,IV,Spherical,Allograft heterotopic,Skin,85.0877193
Iron_oxide,Local,Intratumoral,Spherical,Xenograft heterotopic,Skin,100
Iron_oxide,Systemic,IV,Spherical,Allograft heterotopic,Brain,87.24686276
Iron_oxide,Systemic,IV,Spherical,Allograft heterotopic,Breast,79.36507937
Iron_oxide,Systemic,IV,Spherical,Allograft heterotopic,Breast,92.91637871
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Lung,65.78947368
Iron_oxide,Systemic,IV,Plate,Allograft heterotopic,Breast,96.34296251
Iron_oxide,Systemic,IV,Spherical,Allograft heterotopic,Brain,100
Iron_oxide,Local,Intratumoral,Spherical,Xenograft heterotopic,Prostate,84.03361345
Iron_oxide,Systemic,IV,Spherical,Allograft heterotopic,Other,82.40740741
Iron_oxide,Local,Intratumoral,Spherical,Xenograft heterotopic,Lung,76.98412698
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Other,72.99258408
Iron_oxide,Systemic,IV,Spherical,Allograft heterotopic,Skin,83.7826989
Iron_oxide,Systemic,IV,Cube,Xenograft heterotopic,Cervix,100
Iron_oxide,Systemic,IV,Spherical,Allograft heterotopic,Breast,85.08785034
Iron_oxide,Systemic,IV,Spherical,Allograft heterotopic,Liver,100
Iron_oxide,Systemic,IV,Spherical,Allograft orthotopic,Brain,80.26717003
Iron_oxide,Local,Intratumoral,Spherical,Xenograft heterotopic,Cervix,100
Iron_oxide,Local,Intratumoral,Spherical,Allograft heterotopic,Breast,95.67636596
Iron_oxide,Local,Intratumoral,Spherical,Xenograft heterotopic,Other,44.80004204
Iron_oxide,Local,Intratumoral,Spherical,Xenograft heterotopic,Lung,100
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Pancreas,67.24858305
Iron_oxide,Systemic,Intratumoral,Plate,Allograft orthotopic,Breast,100
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Brain,74.02867558
Iron_oxide,Systemic,IV,Spherical,Allograft heterotopic,Breast,70.25450349
Iron_oxide,Systemic,IV,Star,Allograft heterotopic,Colon,73.94736842
Iron_oxide,Local,Intratumoral,Spherical,Allograft heterotopic,Liver,83.95550044
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Breast,97.66775572
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Colon,81.1281136
Iron_oxide,Systemic,IV,Spherical,Allograft heterotopic,Lung,64.15101721
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Colon,100
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Other,82.82220513
Iron_oxide,Systemic,IV,Other,Allograft heterotopic,Other,93.94145677
Iron_oxide,Local,Intratumoral,Other,Xenograft heterotopic,Breast,100
Iron_oxide,Systemic,IV,Plate,Allograft heterotopic,Breast,100
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Breast,100
Iron_oxide,Systemic,IV,Plate,Allograft heterotopic,Breast,96.81680772
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Breast,99.71272907
Iron_oxide,Local,Intratumoral,Spherical,Allograft heterotopic,Lung,79.6039604
Silica,Systemic,IV,Spherical,Xenograft orthotopic,Pancreas,84.64566929
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Ovary,96.94444444
Silica,Local,Intratumoral,Other,Xenograft heterotopic,Liver,65.48856549
Silica,Local,Intratumoral,Spherical,Xenograft orthotopic,Breast,44.1089402
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Cervix,78.5
Silica,Systemic,Oral,Spherical,Chemically-induced,Colon,43.58974359
Silica,Systemic,IV,Spherical,Allograft heterotopic,Other,100
Silica,Systemic,IV,Spherical,Allograft heterotopic,Skin,79.02597403
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Cervix,77.77777778
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Breast,99.6
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Lung,82.32502966
Silica,Local,Other,Spherical,Allograft orthotopic,Skin,53.84615385
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Lung,78.29787234
Silica,Local,Other,Spherical,Xenograft heterotopic,Cervix,94.11764706
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Cervix,1
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Ovary,64.17604913
Silica,Systemic,IV,Rod,Xenograft heterotopic,Liver,93.8
Silica,Systemic,Sub-cutaneous,Spherical,Allograft heterotopic,Colon,99.76872964
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Cervix,84.83146067
Silica,Systemic,IV,Other,Xenograft heterotopic,Liver,86.81818182
Silica,Local,Intratumoral,Spherical,Xenograft heterotopic,Liver,81.41732283
Silica,Systemic,IV,Spherical,Allograft heterotopic,Breast,77.98165138
Silica,Systemic,IV,Spherical,Allograft heterotopic,Breast,99.44751381
Silica,Systemic,IV,Spherical,Xenograft orthotopic,Pancreas,80.74179743
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Breast,47.54098361
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Cervix,83.83673469
Silica,Systemic,Sub-cutaneous,Spherical,Allograft orthotopic,Skin,86.48648649
Silica,Systemic,IV,Rod,Allograft orthotopic,Breast,99.98344371
Silica,Systemic,IV,Spherical,Allograft heterotopic,Breast,96.61016949
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Liver,49.1622575
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Brain,99.49109415
Silica,Systemic,Sub-cutaneous,Spherical,Allograft orthotopic,Skin,87.9342723
Silica,Systemic,Sub-cutaneous,Spherical,Allograft heterotopic,Lung,99.09090909
Silica,Systemic,IV,Rod,Xenograft heterotopic,Breast,81.99608611
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Colon,96
Silica,Systemic,IV,Spherical,Allograft heterotopic,Breast,83.65384615
Silica,Systemic,IV,Spherical,Allograft orthotopic,Skin,79.92395437
Silica,Systemic,IV,Other,Xenograft heterotopic,Breast,98.31932773
Silica,Systemic,IV,Spherical,Xenograft orthotopic,Breast,76.89713322
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Breast,78.46994536
Silica,Local,Intratumoral,Spherical,Allograft orthotopic,Breast,100
Silica,Systemic,IP,Spherical,Xenograft heterotopic,Pancreas,65.73311367
Silica,Systemic,IV,Spherical,Xenograft orthotopic,Breast,68.10490694
Silica,Systemic,IV,Spherical,Xenograft orthotopic,Cervix,70.40816327
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Colon,33.18681319
Silica,Systemic,IV,Rod,Allograft orthotopic,Breast,93.1283906
Silica,Local,Intratumoral,Spherical,Xenograft heterotopic,Cervix,79.87421384
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Brain,63.84479718
Silica,Systemic,IV,Spherical,Xenograft orthotopic,Breast,99.96398559
Silica,Systemic,Sub-cutaneous,Spherical,Xenograft heterotopic,Lung,85.10028653
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Pancreas,87.65432099
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Brain,97.49373434
Silica,Local,Intratumoral,Spherical,Xenograft heterotopic,Cervix,92
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Liver,84.48795181
Silica,Systemic,IV,Rod,Allograft orthotopic,Breast,97.02970297
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Lung,70.49180328
Silica,Systemic,IV,Spherical,Allograft heterotopic,Liver,68.51851852
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Cervix,99.59183673
Silica,Systemic,IV,Spherical,Allograft heterotopic,Skin,88.0952381
Silica,Systemic,IV,Spherical,Xenograft orthotopic,Breast,93.7398374
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Brain,91.11111111
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Lung,98.23321555
Silica,Local,Intratumoral,Spherical,Xenograft heterotopic,Prostate,88.59375
Silica,Local,Intratumoral,Spherical,Allograft heterotopic,Breast,99.98886414
Silica,Local,Intratumoral,Spherical,Xenograft heterotopic,Other,80.43478261
Silica,Local,Intratumoral,Spherical,Xenograft heterotopic,Prostate,79.50310559
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Liver,86.1971831
Silica,Systemic,IV,Spherical,Allograft orthotopic,Breast,62.27045075
Silica,Systemic,IV,Spherical,Allograft heterotopic,Liver,86.59574468
Silica,Systemic,IV,Spherical,Allograft heterotopic,Cervix,89.05687545
Silica,Systemic,IV,Rod,Allograft heterotopic,Breast,95.65217391
Silica,Systemic,IV,Spherical,Allograft heterotopic,Breast,98.79518072
Silica,Systemic,IV,Spherical,Allograft heterotopic,Liver,96.02409639
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Liver,99.15966387
Silica,Systemic,IV,Spherical,Allograft orthotopic,Breast,72.05588822
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Other,99.47368421
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Breast,31.14754098
Silica,Systemic,IV,Spherical,Allograft heterotopic,Other,97.19101124
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Lung,81.64146868
Silica,Systemic,IV,Other,Xenograft heterotopic,Cervix,95.45454545
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Breast,87.80548628
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Liver,92.83727399
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Liver,99.99363057
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Liver,90.52880821
Silica,Local,Intratumoral,Spherical,Xenograft heterotopic,Lung,88.5325756
Silica,Systemic,IV,Rod,Xenograft heterotopic,Liver,88.88888889
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Colon,88.94786138
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Breast,84.44444444
Silica,Systemic,IV,Spherical,Xenograft orthotopic,Breast,73.4375
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Cervix,60.49180328
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Liver,71.0467706
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Cervix,59.70695971
Silica,Systemic,IV,Spherical,Xenograft orthotopic,Cervix,77.08333333
Silica,Local,Intratumoral,Spherical,Xenograft heterotopic,Cervix,99.3006993
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Liver,60.17699115
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Liver,81.70289855
Silica,Local,Intratumoral,Spherical,Allograft orthotopic,Breast,93.22033898
Silica,Systemic,IV,Spherical,Allograft heterotopic,Lung,79.19342409
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Cervix,88.9010989
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Cervix,74.46969697
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Liver,94.30051813
Silica,Systemic,IP,Spherical,Xenograft heterotopic,Pancreas,87.20207254
Silica,Systemic,IV,Spherical,Allograft heterotopic,Cervix,93.09551208
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Breast,81.48148148
Silica,Systemic,Sub-cutaneous,Spherical,Xenograft heterotopic,Liver,77.80172414
Silica,Local,Intratumoral,Spherical,Xenograft orthotopic,Skin,96.76044331
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Pancreas,94.02985075
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Lung,94.11764706
Silica,Local,Intratumoral,Spherical,Xenograft heterotopic,Cervix,96.7032967
Silica,Systemic,IV,Spherical,Allograft heterotopic,Breast,74.64788732
Silica,Systemic,IV,Other,Allograft heterotopic,Breast,93.5483871
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Breast,91.80327869
Silica,Systemic,IV,Spherical,Allograft heterotopic,Liver,84.50704225
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Breast,96.875
Silica,Systemic,IV,Other,Xenograft heterotopic,Cervix,91.01123596
Silica,Local,Intratumoral,Other,Xenograft heterotopic,Breast,85.45454545
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Breast,99.38271605
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Cervix,47.61904762
Silica,Local,Intratumoral,Spherical,Xenograft heterotopic,Breast,77.32997481
Silica,Systemic,IV,Spherical,Xenograft orthotopic,Breast,55.98705502
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Liver,63.24461343
Silica,Systemic,IP,Spherical,Xenograft heterotopic,Breast,99.88636364
Silica,Local,Intratumoral,Spherical,Xenograft heterotopic,Lung,73.28519856
Silica,Systemic,IV,Spherical,Xenograft orthotopic,Brain,98.86363636
Silica,Local,Intratumoral,Spherical,Allograft heterotopic,Breast,100
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Prostate,99.98091603
Silica,Local,Intratumoral,Spherical,Allograft orthotopic,Skin,74.74747475
Silica,Systemic,IV,Rod,Xenograft heterotopic,Breast,99.99438202
Silica,Systemic,IV,Spherical,Allograft orthotopic,Brain,63.367917
Silica,Systemic,IV,Spherical,Allograft heterotopic,Liver,79.00355872
Silica,Systemic,IV,Spherical,Allograft heterotopic,Other,88.50220264
Silica,Local,Intratumoral,Spherical,Allograft heterotopic,Liver,91.65964617
Silica,Systemic,IP,Spherical,Xenograft heterotopic,Breast,55
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Liver,69.13580247
Silica,Local,Intratumoral,Spherical,Xenograft heterotopic,Other,92.61603376
Silica,Systemic,IV,Rod,Allograft heterotopic,Liver,87.97214037
Silica,Local,Intratumoral,Spherical,Allograft heterotopic,Breast,75.62724014
Silica,Systemic,IV,Spherical,Xenograft heterotopic,Cervix,96.83286297
Silica,Local,Intratumoral,Spherical,Allograft heterotopic,Other,100
Silica,Local,Intratumoral,Spherical,Xenograft heterotopic,Brain,93.17774483
Silica,Local,Intratumoral,Spherical,Xenograft heterotopic,Cervix,67.68953069
Silica,Local,Intratumoral,Spherical,Allograft heterotopic,Breast,99.7458878
Silica,Systemic,IV,Spherical,Allograft orthotopic,Breast,64.22908109
Silica,Systemic,IV,Other,Xenograft heterotopic,Breast,91.81434599
Silica,Local,Intratumoral,Spherical,Xenograft heterotopic,Lung,97.50005889
Gold,Systemic,Sub-cutaneous,Spherical,Xenograft heterotopic,Skin,84.0978352
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Prostate,84.68426835
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Breast,100
Gold,Systemic,IV,Other,Xenograft heterotopic,Brain,95.95885378
Gold,Local,Intratumoral,Spherical,Xenograft orthotopic,Breast,97.25525784
Gold,Systemic,Intratumoral,Spherical,Xenograft orthotopic,Liver,87.92497069
Gold,Systemic,IV,Rod,Xenograft heterotopic,Breast,98.90333901
Gold,Systemic,Intratumoral,Spherical,Allograft heterotopic,Breast,96.12531529
Gold,Local,Intratumoral,Plate,Xenograft heterotopic,Prostate,89.47368421
Gold,Systemic,IV,Rod,Xenograft heterotopic,Oral,99.70257819
Gold,Systemic,IV,Other,Xenograft heterotopic,Breast,100
Gold,Local,Intratumoral,Rod,Xenograft heterotopic,Liver,92.32227488
Gold,Systemic,IV,Rod,Xenograft heterotopic,Breast,99.66883449
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Skin,97.62711864
Gold,Systemic,IV,Other,Xenograft heterotopic,Liver,87.03703704
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Breast,76.63495838
Gold,Local,Intratumoral,Other,Xenograft heterotopic,Gastric,61.50950455
Gold,Systemic,IV,Rod,Allograft heterotopic,Breast,99.69909729
Gold,Local,Intratumoral,Spherical,Xenograft heterotopic,Breast,50
Gold,Systemic,Oral,Spherical,Xenograft orthotopic,Oral,85.48351888
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Liver,63.2
Gold,Systemic,IV,Other,Xenograft orthotopic,Brain,77.64932563
Gold,Local,Hydrogel,Spherical,Xenograft heterotopic,Breast,97.86535304
Gold,Systemic,IV,Rod,Xenograft heterotopic,Other,99.68137971
Gold,Systemic,IV,Rod,Xenograft heterotopic,Cervix,100
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Colon,93
Gold,Local,Intratumoral,Other,Xenograft heterotopic,Breast,98.6417657
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Lung,84.99878957
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Breast,96.00704751
Gold,Systemic,IV,Other,Allograft heterotopic,Breast,56.89655172
Gold,Systemic,IV,Other,Xenograft heterotopic,Other,97.96186719
Gold,Systemic,IV,Spherical,Xenograft orthotopic,Brain,82.57275197
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Breast,72.75902212
Gold,Systemic,IP,Spherical,Xenograft heterotopic,Cervix,94.99059514
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Breast,98.85328836
Gold,Local,Intratumoral,Spherical,Allograft heterotopic,Colon,71.78970308
Gold,Local,Intratumoral,Spherical,Xenograft heterotopic,Skin,79.63565387
Gold,Systemic,IV,Rod,Xenograft heterotopic,Breast,82.57275197
Gold,Local,Intratumoral,Other,Xenograft heterotopic,Brain,98.49121939
Gold,Local,Intratumoral,Spherical,Xenograft heterotopic,Liver,79.0961389
Gold,Local,Intratumoral,Spherical,Xenograft heterotopic,Pancreas,72.05882353
Gold,Systemic,Oral,Spherical,Chemically-induced,Liver,55
Gold,Systemic,IV,Rod,Allograft heterotopic,Breast,93.08281141
Gold,Local,Intratumoral,Spherical,Xenograft heterotopic,Breast,97.26150481
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Brain,53.5472973
Gold,Local,Intratumoral,Rod,Allograft heterotopic,Breast,86.72367902
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Breast,99.97032641
Gold,Systemic,IV,Rod,Xenograft heterotopic,Prostate,30.87248322
Gold,Systemic,IV,Rod,Xenograft heterotopic,Cervix,97.92412312
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Cervix,86.44067797
Gold,Systemic,IV,Rod,Xenograft heterotopic,Pancreas,82.95449715
Gold,Systemic,IV,Rod,Xenograft heterotopic,Liver,98.31932773
Gold,Systemic,IV,Rod,Xenograft heterotopic,Cervix,88.23031329
Gold,Local,Intratumoral,Spherical,Allograft heterotopic,Breast,69.31298085
Gold,Systemic,IV,Spherical,Allograft heterotopic,Breast,92.58446763
Gold,Local,Intratumoral,Star,Xenograft heterotopic,Cervix,100
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Cervix,85.19482275
Gold,Systemic,IV,Spherical,Xenograft heterotopic,Liver,47.9076269
Gold,Systemic,IV,Spherical,Xenograft orthotopic,Pancreas,96.54173243
Gold,Systemic,IV,Rod,Allograft heterotopic,Breast,93.9499953
Gold,Local,Intratumoral,Spherical,Xenograft heterotopic,Cervix,6.818181818
Gold,Local,IV,Spherical,Xenograft heterotopic,Skin,53.51589298
Gold,Systemic,IV,Spherical,Xenograft orthotopic,Breast,99.8245614
Gold,Local,Intratumoral,Spherical,Xenograft heterotopic,Colon,74.60632586
Gold,Systemic,IP,Spherical,Xenograft orthotopic,Pancreas,69.62833914
