Subtype,Route,Sub-route,Shape,Tumor_model,Cancer_type,Tumor_Vol_Reduction_(%)
Iron_oxide,Systemic,Intratumoral,Plate,Allograft orthotopic,Breast,100
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Brain,74.02867558
Iron_oxide,Systemic,IV,Spherical,Allograft heterotopic,Breast,70.25450349
Iron_oxide,Systemic,IV,Star,Allograft heterotopic,Colon,73.94736842
Iron_oxide,Local,Intratumoral,Spherical,Allograft heterotopic,Liver,83.95550044
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Breast,97.66775572
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Colon,81.1281136
Iron_oxide,Systemic,IV,Spherical,Allograft heterotopic,Lung,64.15101721
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Colon,100
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Other,82.82220513
Iron_oxide,Systemic,IV,Other,Allograft heterotopic,Other,93.94145677
Iron_oxide,Local,Intratumoral,Other,Xenograft heterotopic,Breast,100
Iron_oxide,Systemic,IV,Plate,Allograft heterotopic,Breast,100
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Breast,100
Iron_oxide,Systemic,IV,Plate,Allograft heterotopic,Breast,96.81680772
Iron_oxide,Systemic,IV,Spherical,Xenograft heterotopic,Breast,99.71272907
Iron_oxide,Local,Intratumoral,Spherical,Allograft heterotopic,Lung,79.6039604
